Estacao;DataHora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVento;Nebulosidade;
83587;03/05/2002 00:00;22.6;19;70;911.4;5;0.5;0;
83587;03/05/2002 12:00;23.7;18.6;60;911.8;5;1.8;0;
83587;03/05/2002 18:00;28.8;20.9;48;909.6;27;3.3;7;
83587;04/05/2002 00:00;24.3;19.9;66;910.9;0;0;0;
83587;04/05/2002 12:00;26.2;20.8;61;912.5;36;0.5;3;
83587;04/05/2002 18:00;29.4;20.6;43;910.3;27;2;7;
83587;05/05/2002 00:00;22.7;19.1;71;913.4;5;1;4;
83587;05/05/2002 12:00;23;19.5;71;915.7;5;1;4;
83587;05/05/2002 18:00;26.3;20.5;58;914.5;5;3;5;
83587;06/05/2002 00:00;22.8;19.5;73;915.4;5;1;0;
83587;06/05/2002 12:00;22.4;19.2;73;917.3;5;3.5;9;
83587;06/05/2002 18:00;26.5;20.3;56;914;5;2.1;3;
83587;07/05/2002 00:00;19.2;18.2;91;916.6;36;1.3;10;
83587;07/05/2002 12:00;22.3;19.2;74;916.4;5;1.8;3;
83587;07/05/2002 18:00;25.9;19.4;53;913.7;32;1.6;4;
83587;08/05/2002 00:00;22;18.2;68;914.8;5;2.3;0;
83587;08/05/2002 12:00;22.5;18.8;70;915.6;5;1.6;7;
83587;08/05/2002 18:00;27.7;19.9;47;911.6;32;1.3;5;
83587;09/05/2002 00:00;21.7;18.2;71;913.8;9;0.3;0;
83587;09/05/2002 12:00;23.8;19.3;65;915.9;0;0;2;
83587;09/05/2002 18:00;28.3;19.3;41;913.2;27;0.8;7;
83587;10/05/2002 00:00;23.2;18.1;60;915.2;9;0.5;0;
83587;10/05/2002 12:00;21.5;18.5;74;918;5;1.3;6;
83587;10/05/2002 18:00;26.3;19.5;52;915.8;5;2.3;5;
83587;11/05/2002 00:00;22.1;18.3;68;917.5;5;0.8;0;
83587;11/05/2002 12:00;20.9;18.2;76;919.8;9;3.3;7;
83587;11/05/2002 18:00;25.7;20.1;59;916.9;5;1.6;5;
83587;12/05/2002 00:00;21;18.1;75;917.7;5;1.6;0;
83587;12/05/2002 12:00;20.9;18.1;76;918.9;5;3.3;9;
83587;12/05/2002 18:00;25;18.3;51;916.3;5;2.8;4;
83587;13/05/2002 00:00;20.7;17.2;70;917.6;5;1.1;0;
83587;13/05/2002 12:00;21.8;18;68;918.4;5;1.6;5;
83587;13/05/2002 18:00;26.4;19.3;50;915.5;5;1.1;3;
83587;14/05/2002 00:00;21.5;18.3;73;917.1;36;2.6;0;
83587;14/05/2002 12:00;21.7;17.6;66;917.7;5;3.8;2;
83587;14/05/2002 18:00;25.2;18.4;50;915.6;5;3.3;5;
83587;15/05/2002 00:00;21;17.3;68;916.6;5;1.5;1;
83587;15/05/2002 12:00;21.6;17.7;67;917.7;5;3;1;
83587;15/05/2002 18:00;25.3;18.6;51;914.9;5;2;6;
83587;16/05/2002 00:00;21.5;16.8;61;915.1;36;0.5;0;
83587;16/05/2002 12:00;23.1;18.4;63;914.5;32;1;0;
83587;16/05/2002 18:00;27.8;18.4;38;911.4;27;3.3;6;
83587;17/05/2002 00:00;22.2;16.9;57;912.2;27;0.5;0;
83587;17/05/2002 12:00;23.8;18.2;57;912.3;27;1.6;4;
83587;17/05/2002 18:00;28.9;19.9;42;909.7;27;2.5;7;
83587;18/05/2002 00:00;24.3;19.2;61;910.6;23;0.3;4;
83587;18/05/2002 12:00;21.9;18.8;74;912.6;9;1.6;7;
83587;18/05/2002 18:00;26.9;20.2;53;909.7;5;0.5;5;
83587;19/05/2002 00:00;22.2;18.8;72;912.1;9;1;0;
83587;19/05/2002 12:00;23;18.9;67;913.2;9;1.3;8;
83587;19/05/2002 18:00;28.2;20.5;48;911.1;32;1.6;8;
83587;20/05/2002 00:00;20.7;17.7;74;914;5;0.5;7;
83587;20/05/2002 12:00;22.7;19;70;914.4;0;0;1;
83587;20/05/2002 18:00;29.1;20.4;44;911.5;27;1.8;5;
83587;21/05/2002 00:00;23.6;20;71;912.1;5;1;2;
83587;21/05/2002 12:00;22.9;19.4;71;913.5;23;2.6;9;
83587;21/05/2002 18:00;24.7;19.6;61;911.5;23;2.5;10;
83587;22/05/2002 00:00;21.5;18.5;74;914.1;18;0.5;8;
83587;22/05/2002 12:00;19.7;18.4;88;913.6;9;0.3;10;
83587;22/05/2002 18:00;23.7;18.8;62;911.8;0;0;7;
83587;23/05/2002 00:00;18.5;16;77;914;5;4.1;3;
83587;23/05/2002 12:00;19.3;15.2;64;916.6;14;3.1;6;
83587;23/05/2002 18:00;20.2;15.4;59;915.1;14;2;8;
83587;24/05/2002 00:00;16.9;13.5;67;915.9;14;1.6;3;
83587;24/05/2002 12:00;17.3;13;60;917.1;14;1.6;0;
83587;24/05/2002 18:00;21.7;14.2;41;916;14;1;5;
83587;25/05/2002 00:00;16.2;12.2;61;915.6;14;2.3;0;
83587;25/05/2002 12:00;17.2;13;60;916.9;9;2.5;0;
83587;25/05/2002 18:00;22.6;15.1;42;914.9;14;2;4;
83587;26/05/2002 00:00;17.1;13.1;62;916.6;9;1.6;0;
83587;26/05/2002 12:00;17.4;13.3;62;918.5;14;2.3;1;
83587;26/05/2002 18:00;23.2;15.7;43;915.6;36;1.8;1;
83587;27/05/2002 00:00;16.5;12.5;61;916.5;14;1;0;
83587;27/05/2002 12:00;17.6;12.8;56;917;14;0.5;0;
83587;27/05/2002 18:00;23.1;15;39;914.2;14;2;0;
83587;28/05/2002 00:00;17;13;62;915.7;9;1.3;0;
83587;28/05/2002 12:00;18.7;14.6;63;916.3;9;0.8;3;
83587;28/05/2002 18:00;22.9;16.2;48;914.4;5;2;5;
83587;29/05/2002 00:00;18.3;15.1;70;915.1;9;0.5;0;
83587;29/05/2002 12:00;19.8;15.8;65;914.8;5;1.6;6;
83587;29/05/2002 18:00;22.8;16.6;52;914.4;5;1.3;8;
83587;30/05/2002 00:00;18.2;15;70;914.6;9;0.3;0;
83587;30/05/2002 12:00;20.5;16.4;65;915.9;9;1.6;3;
83587;30/05/2002 18:00;25.4;17.4;43;913.4;36;1.5;9;
83587;31/05/2002 00:00;20.5;15.8;60;914.9;0;0;8;
83587;31/05/2002 12:00;22.4;17.1;58;917;32;0.8;6;
83587;31/05/2002 18:00;25.4;16.3;36;915;32;1.5;9;
83587;01/06/2002 00:00;20.9;15.2;53;916.5;0;0;7;
83587;01/06/2002 12:00;22.1;;56;917.4;9;1.54332;0;
83587;01/06/2002 18:00;25.6;;45;916.2;9;1.02888;7.5;
83587;02/06/2002 00:00;20.1;;66;917.5;9;1.02888;0;
83587;02/06/2002 12:00;19.7;;72;919.4;9;0.51444;2.5;
83587;02/06/2002 18:00;21.6;;69;914.9;5;1.54332;7.5;
83587;03/06/2002 00:00;18.8;;78;917.5;9;1.54332;0;
83587;03/06/2002 12:00;20.1;;70;918.2;5;1.54332;2.5;
83587;03/06/2002 18:00;25.3;;47;914.6;27;1.54332;2.5;
83587;04/06/2002 00:00;19.6;;70;915.9;9;0.51444;0;
83587;04/06/2002 12:00;21.5;;65;916.6;5;1.54332;0;
83587;04/06/2002 18:00;25.4;;45;914;9;2.05776;6.25;
83587;05/06/2002 00:00;19.5;;67;915.2;9;0.51444;0;
83587;05/06/2002 12:00;20.5;;68;915.6;9;1.02888;0;
83587;05/06/2002 18:00;26.3;;47;913;5;1.02888;3.75;
83587;06/06/2002 00:00;19.2;;72;914.2;0;0;0;
83587;06/06/2002 12:00;21.3;;69;916.8;9;2.05776;3.75;
83587;06/06/2002 18:00;26.7;;39;914;27;2.05776;7.5;
83587;07/06/2002 00:00;20.8;;66;915.1;5;1.54332;0;
83587;07/06/2002 12:00;21.3;;70;917;9;1.54332;2.5;
83587;07/06/2002 18:00;24.5;;58;914.2;5;1.54332;8.75;
83587;08/06/2002 00:00;19.9;;76;916.6;9;1.02888;0;
83587;08/06/2002 12:00;22.3;;69;918.7;9;1.54332;3.75;
83587;08/06/2002 18:00;26.3;;48;915.8;36;1.02888;2.5;
83587;09/06/2002 00:00;20.4;;77;917.9;5;1.54332;0;
83587;09/06/2002 12:00;20.4;;75;917.8;0;0;2.5;
83587;09/06/2002 18:00;24.5;;61;914.7;5;1.54332;7.5;
83587;10/06/2002 00:00;20.3;;70;915.8;9;1.54332;0;
83587;10/06/2002 12:00;22;;68;917.9;18;1.02888;7.5;
83587;10/06/2002 18:00;26.9;;50;915;18;0.51444;8.75;
83587;11/06/2002 00:00;21.5;;70;915.9;9;2.05776;0;
83587;11/06/2002 12:00;20.5;;76;917.1;5;2.05776;2.5;
83587;11/06/2002 18:00;24.6;;54;915.4;9;2.5722;2.5;
83587;12/06/2002 00:00;20.4;;68;916.3;9;1.54332;0;
83587;12/06/2002 12:00;21;;61;917.5;5;1.54332;0;
83587;12/06/2002 18:00;27.4;;43;914.7;27;1.02888;2.5;
83587;13/06/2002 00:00;21.7;;63;916.2;5;1.54332;0;
83587;13/06/2002 12:00;21.8;;66;917.6;5;0.51444;0;
83587;13/06/2002 18:00;26.9;;42;915.4;36;2.05776;0;
83587;14/06/2002 00:00;19.9;;72;916.4;5;1.54332;0;
83587;14/06/2002 12:00;21.3;;68;919.4;5;1.54332;0;
83587;14/06/2002 18:00;27.4;;50;916.8;9;1.02888;1.25;
83587;15/06/2002 00:00;21.5;;69;918;5;1.54332;0;
83587;15/06/2002 12:00;21.4;;69;920.4;9;2.05776;1.25;
83587;15/06/2002 18:00;24.5;;50;917.8;5;1.54332;1.25;
83587;16/06/2002 00:00;20;;66;919.8;9;1.02888;0;
83587;16/06/2002 12:00;18.7;;76;920.4;9;2.5722;7.5;
83587;16/06/2002 18:00;23.5;;54;917.6;5;0.51444;6.25;
83587;17/06/2002 00:00;19.5;;73;918.8;14;1.02888;3.75;
83587;17/06/2002 12:00;18.9;;75;920.3;5;2.5722;6.25;
83587;17/06/2002 18:00;25;;48;917.2;5;2.5722;1.25;
83587;18/06/2002 00:00;20.3;;66;918;5;1.54332;0;
83587;18/06/2002 12:00;19.5;;76;919.4;9;2.05776;7.5;
83587;18/06/2002 18:00;25.8;;52;917.4;36;1.54332;7.5;
83587;19/06/2002 00:00;19.8;;78;918.8;9;1.02888;0;
83587;19/06/2002 12:00;22.5;;60;920.2;5;1.02888;0;
83587;19/06/2002 18:00;26.2;;41;917.8;5;1.02888;3.75;
83587;20/06/2002 00:00;20.4;;64;919.4;;1.02888;0;
83587;20/06/2002 12:00;19.7;;66;920.2;5;2.05776;0;
83587;20/06/2002 18:00;23.4;;49;917.8;5;1.02888;1.25;
83587;21/06/2002 00:00;18.7;;60;919.5;5;1.02888;0;
83587;21/06/2002 12:00;19.4;;61;920.4;0;0;7.5;
83587;21/06/2002 18:00;24.3;;45;917.4;27;0.51444;6.25;
83587;22/06/2002 00:00;19.7;;66;918.8;5;0.51444;1.25;
83587;22/06/2002 12:00;19.9;;61;920;0;0;2.5;
83587;22/06/2002 18:00;23.5;;47;917.4;5;2.5722;5;
83587;23/06/2002 00:00;20.1;;63;919.5;5;1.54332;5;
83587;23/06/2002 12:00;18.1;;72;920.4;9;2.05776;10;
83587;23/06/2002 18:00;20.7;;66;918.7;5;1.54332;8.75;
83587;24/06/2002 00:00;17.5;;75;920.2;9;1.02888;6.25;
83587;24/06/2002 12:00;18;;77;920.7;36;2.05776;1.25;
83587;24/06/2002 18:00;24.6;;49;918.2;14;0.51444;2.5;
83587;25/06/2002 00:00;19.4;;72;919.4;5;1.02888;0;
83587;25/06/2002 12:00;20.9;;66;920.7;9;1.54332;0;
83587;25/06/2002 18:00;24.6;;48;918.8;5;1.54332;2.5;
83587;26/06/2002 00:00;20;;67;920.4;9;2.05776;5;
83587;26/06/2002 12:00;19.2;;73;922;9;3.60108;2.5;
83587;26/06/2002 18:00;23.4;;56;919.4;5;2.05776;6.25;
83587;27/06/2002 00:00;19.5;;69;922;9;1.54332;3.75;
83587;27/06/2002 12:00;19.9;;75;920.4;9;2.5722;1.25;
83587;27/06/2002 18:00;23.4;;49;917.9;9;2.05776;5;
83587;28/06/2002 00:00;19.5;;65;918.7;9;1.54332;0;
83587;28/06/2002 12:00;20.4;;68;913;9;1.54332;0;
83587;28/06/2002 18:00;23;;55;917.1;9;1.54332;8.75;
83587;29/06/2002 00:00;20.3;;62;917.6;9;0.51444;7.5;
83587;29/06/2002 12:00;20.4;;71;919.5;9;1.54332;2.5;
83587;29/06/2002 18:00;23.2;;58;917.6;5;1.02888;3.75;
83587;30/06/2002 00:00;19.7;;72;919.5;9;1.54332;1.25;
83587;30/06/2002 12:00;19;;74;920.7;9;1.54332;2.5;
83587;30/06/2002 18:00;22.6;;57;918.3;9;1.02888;7.5;
83587;01/07/2002 00:00;19.2;;69;914.8;9;0.51444;0;
83587;01/07/2002 12:00;20.2;;69;921.4;9;1.02888;3.75;
83587;01/07/2002 18:00;24.5;;47;918.7;5;1.54332;1.25;
83587;02/07/2002 00:00;19.5;;65;920;9;1.54332;0;
83587;02/07/2002 12:00;20.2;;70;920.7;14;2.05776;0;
83587;02/07/2002 18:00;23.6;;46;918.2;9;2.05776;3.75;
83587;03/07/2002 00:00;19.6;;62;918.7;9;1.54332;0;
83587;03/07/2002 12:00;18.2;;78;910.8;9;2.05776;7.5;
83587;03/07/2002 18:00;21.9;;60;918;5;2.05776;7.5;
83587;04/07/2002 00:00;19.6;;73;919.9;36;0.51444;7.5;
83587;04/07/2002 12:00;19.6;;68;921.2;9;1.02888;5;
83587;04/07/2002 18:00;24.7;;49;919.9;5;3.60108;5;
83587;05/07/2002 00:00;19.6;;71;919.5;9;1.02888;7.5;
83587;05/07/2002 12:00;19;;74;919.4;5;1.54332;7.5;
83587;05/07/2002 18:00;23.3;;50;916.7;5;1.54332;6.25;
83587;06/07/2002 00:00;19.5;;67;917.2;9;1.54332;0;
83587;06/07/2002 12:00;18.1;;76;918;9;2.05776;3.75;
83587;06/07/2002 18:00;22.7;;53;915.9;23;1.02888;6.25;
83587;07/07/2002 00:00;18.1;;75;915.5;0;0;1.25;
83587;07/07/2002 12:00;20.9;;64;915.8;5;1.02888;2.5;
83587;07/07/2002 18:00;25.8;;41;912.7;27;3.60108;7.5;
83587;08/07/2002 00:00;20.5;;59;913.5;0;0;1.25;
83587;08/07/2002 12:00;19.2;;69;915.2;36;0.51444;2.5;
83587;08/07/2002 18:00;24.8;;37;914.6;23;3.08664;5;
83587;09/07/2002 00:00;19.1;;55;916;0;0;0;
83587;09/07/2002 12:00;19.9;;64;918;14;2.05776;0;
83587;09/07/2002 18:00;25.2;;52;915.8;14;1.02888;6.25;
83587;10/07/2002 00:00;20.1;;70;917.1;9;1.54332;0;
83587;10/07/2002 12:00;19.7;;76;918.8;9;1.54332;7.5;
83587;10/07/2002 18:00;22.3;;68;917.1;5;1.02888;8.75;
83587;11/07/2002 00:00;18.3;;82;919.8;9;1.54332;11.25;
83587;11/07/2002 12:00;20.7;;69;918.4;9;2.05776;1.25;
83587;11/07/2002 18:00;25.9;;46;915.2;5;6.68772;1.25;
83587;12/07/2002 00:00;20.3;;59;916.2;9;2.5722;0;
83587;12/07/2002 12:00;21;;66;918.6;9;1.54332;7.5;
83587;12/07/2002 18:00;22.2;;72;914.4;27;2.05776;10;
83587;13/07/2002 00:00;19.1;;85;915;0;0;7.5;
83587;13/07/2002 12:00;19.3;;80;916;27;1.54332;2.5;
83587;13/07/2002 18:00;24.6;;54;912.6;23;3.60108;5;
83587;14/07/2002 00:00;19.2;;76;913.2;27;0.51444;0;
83587;14/07/2002 12:00;18.1;;77;915.1;14;0.51444;0;
83587;14/07/2002 18:00;24.8;;49;913.9;27;0.51444;3.75;
83587;15/07/2002 00:00;19.5;;75;915.1;9;1.54332;0;
83587;15/07/2002 12:00;20;;73;916.7;9;1.54332;6.25;
83587;15/07/2002 18:00;25.6;;48;914.7;27;1.54332;7.5;
83587;16/07/2002 00:00;19.7;;73;916;9;1.54332;0;
83587;16/07/2002 12:00;20.2;;74;917.5;9;1.54332;2.5;
83587;16/07/2002 18:00;24.4;;59;915.4;5;1.54332;7.5;
83587;17/07/2002 00:00;19.6;;72;916.6;0;0;0;
83587;17/07/2002 12:00;21.8;;67;917.2;9;0.51444;0;
83587;17/07/2002 18:00;25.4;;47;915.1;27;0.51444;6.25;
83587;18/07/2002 00:00;21.1;;66;916.2;9;2.5722;1.25;
83587;18/07/2002 12:00;18.1;;57;919.1;14;2.5722;1.25;
83587;18/07/2002 18:00;22.7;;55;916.6;5;2.05776;8.75;
83587;19/07/2002 00:00;16.8;;73;917.6;14;3.08664;0;
83587;19/07/2002 12:00;16.7;;73;918.8;9;4.11552;7.5;
83587;19/07/2002 18:00;20.2;;60;916.6;9;1.54332;5;
83587;20/07/2002 00:00;16.4;;72;917.5;9;1.02888;0;
83587;20/07/2002 12:00;17;;70;918.8;9;3.08664;1.25;
83587;20/07/2002 18:00;21.3;;63;916;9;1.54332;1.25;
83587;21/07/2002 00:00;17.3;;71;916.8;9;2.5722;0;
83587;21/07/2002 12:00;16.5;;74;917.6;9;1.54332;7.5;
83587;21/07/2002 18:00;19.2;;61;915.9;5;2.05776;7.5;
83587;22/07/2002 00:00;17.5;;72;916.3;9;1.54332;5;
83587;22/07/2002 12:00;18.3;;76;917.5;9;2.5722;2.5;
83587;22/07/2002 18:00;23.8;;52;914;5;2.05776;3.75;
83587;23/07/2002 00:00;19.1;;72;914.7;9;1.54332;2.5;
83587;23/07/2002 12:00;18.7;;82;916.7;0;0;10;
83587;23/07/2002 18:00;23.9;;64;914.8;32;1.02888;5;
83587;24/07/2002 00:00;18.8;;81;915.9;0;0;11.25;
83587;24/07/2002 12:00;20.4;;76;918.2;36;0.51444;0;
83587;24/07/2002 18:00;25;;48;916.6;36;2.05776;2.5;
83587;25/07/2002 00:00;18.6;;69;918.2;0;0;0;
83587;25/07/2002 12:00;19.2;;72;920;5;2.05776;2.5;
83587;25/07/2002 18:00;25.3;;50;917.2;5;1.02888;2.5;
83587;26/07/2002 00:00;19.3;;69;919.2;9;2.05776;0;
83587;26/07/2002 12:00;18.2;;74;919.4;9;2.5722;3.75;
83587;26/07/2002 18:00;24.8;;46;916.4;9;2.5722;2.5;
83587;27/07/2002 00:00;19.2;;67;917.2;27;1.02888;0;
83587;27/07/2002 12:00;20.7;;73;917.5;36;1.54332;2.5;
83587;27/07/2002 18:00;26.1;;52;915;27;2.05776;7.5;
83587;28/07/2002 00:00;21.1;;70;915.9;36;1.02888;3.75;
83587;28/07/2002 12:00;21.9;;66;916.7;9;1.54332;1.25;
83587;28/07/2002 18:00;26.9;;44;915.2;23;1.54332;7.5;
83587;29/07/2002 00:00;21.2;;62;916;0;0;2.5;
83587;29/07/2002 12:00;19.1;;75;919.8;9;3.08664;2.5;
83587;29/07/2002 18:00;24;;55;917.4;9;2.05776;3.75;
83587;30/07/2002 00:00;19.3;;77;919.2;9;2.05776;0;
83587;30/07/2002 12:00;19.2;;69;922.7;9;3.60108;7.5;
83587;30/07/2002 18:00;22.4;;53;917.9;9;1.54332;6.25;
83587;31/07/2002 00:00;17.2;;72;918.8;9;1.54332;0;
83587;31/07/2002 12:00;19.3;;69;919.1;9;1.54332;0;
83587;31/07/2002 18:00;26.1;;39;914.7;27;1.54332;0;
83587;01/08/2002 00:00;19.7;;85;912.6;0;0;10;
83587;01/08/2002 12:00;21.8;;62;915.6;36;0.51444;0;
83587;01/08/2002 18:00;28.2;;42;913.4;27;2.5722;7.5;
83587;02/08/2002 00:00;22.9;;64;914.2;18;0.51444;0;
83587;02/08/2002 12:00;21.9;;66;916.6;14;1.02888;7.5;
83587;02/08/2002 18:00;28.4;;44;915.2;27;1.54332;8.75;
83587;03/08/2002 00:00;23.5;;63;916.2;9;1.54332;0;
83587;03/08/2002 12:00;22.7;;67;917.4;14;2.05776;1.25;
83587;03/08/2002 18:00;28.7;;51;914.3;5;1.54332;2.5;
83587;04/08/2002 00:00;22.3;;71;915.4;9;1.54332;7.5;
83587;04/08/2002 12:00;23.4;;70;916.3;0;0;0;
83587;04/08/2002 18:00;30.1;;40;913.2;23;1.54332;3.75;
83587;05/08/2002 00:00;23.9;;66;914.2;14;1.02888;2.5;
83587;05/08/2002 12:00;25.5;;62;915.8;36;0.51444;5;
83587;05/08/2002 18:00;31.3;;35;912.8;27;1.54332;7.5;
83587;06/08/2002 00:00;25.1;;52;914;9;2.05776;0;
83587;06/08/2002 12:00;26;;44;916.3;9;1.54332;0;
83587;06/08/2002 18:00;31.7;;30;914.2;14;0.51444;5;
83587;07/08/2002 00:00;23.2;;58;916.6;9;2.05776;0;
83587;07/08/2002 12:00;23.9;;57;919;9;2.5722;0;
83587;07/08/2002 18:00;29.5;;33;916.3;9;2.5722;2.5;
83587;08/08/2002 00:00;24.5;;49;919.4;9;1.54332;0;
83587;08/08/2002 12:00;23;;57;919;9;2.5722;0;
83587;08/08/2002 18:00;27.9;;38;915.9;5;2.5722;1.25;
83587;09/08/2002 00:00;22;;53;917.5;9;1.54332;0;
83587;09/08/2002 12:00;19.7;;67;918.4;9;3.08664;2.5;
83587;09/08/2002 18:00;25.7;;39;915.9;0;0;3.75;
83587;10/08/2002 00:00;21.7;;55;916.7;9;1.02888;0;
83587;10/08/2002 12:00;21.7;;58;917.6;5;1.02888;5;
83587;10/08/2002 18:00;26.2;;47;915.2;5;2.05776;6.25;
83587;11/08/2002 00:00;20.8;;69;917;9;2.05776;0;
83587;11/08/2002 12:00;19.4;;72;918.8;9;1.54332;7.5;
83587;11/08/2002 18:00;24.7;;47;917.1;5;1.54332;7.5;
83587;12/08/2002 00:00;20.3;;57;918;9;1.02888;0;
83587;12/08/2002 12:00;20.8;;56;919.1;9;3.08664;0;
83587;12/08/2002 18:00;27.2;;37;916;9;2.05776;2.5;
83587;13/08/2002 00:00;21.7;;56;917.6;9;1.54332;0;
83587;13/08/2002 12:00;22.5;;52;918.6;9;2.05776;0;
83587;13/08/2002 18:00;26.8;;33;915.2;5;2.05776;1.25;
83587;14/08/2002 00:00;21.9;;52;916.4;9;2.05776;0;
83587;14/08/2002 12:00;22.9;;51;918.8;5;1.02888;0;
83587;14/08/2002 18:00;27.8;;35;916.2;9;1.02888;6.25;
83587;15/08/2002 00:00;22.9;;50;917.5;5;1.02888;0;
83587;15/08/2002 12:00;23.3;;51;920;9;2.05776;0;
83587;15/08/2002 18:00;26.9;;31;917.5;5;2.05776;6.25;
83587;16/08/2002 00:00;22.2;;50;919.2;9;1.54332;2.5;
83587;16/08/2002 12:00;19.4;;67;921;9;2.5722;6.25;
83587;16/08/2002 18:00;25.2;;36;918.3;9;3.08664;0;
83587;17/08/2002 00:00;20;;56;920;9;2.05776;0;
83587;17/08/2002 12:00;19.8;;70;920.8;9;2.5722;7.5;
83587;17/08/2002 18:00;23.6;;53;918.6;9;2.5722;7.5;
83587;18/08/2002 00:00;19.3;;69;920.8;9;1.54332;0;
83587;18/08/2002 12:00;17.9;;71;920.6;9;3.08664;8.75;
83587;18/08/2002 18:00;23.7;;42;917.5;5;2.05776;2.5;
83587;19/08/2002 00:00;19.5;;61;918.3;9;2.05776;0;
83587;19/08/2002 12:00;20.2;;68;911.1;9;1.54332;5;
83587;19/08/2002 18:00;24.5;;49;918.3;5;2.05776;5;
83587;20/08/2002 00:00;19.3;;73;919.4;9;3.08664;7.5;
83587;20/08/2002 12:00;18.1;;76;921.1;9;4.11552;8.75;
83587;20/08/2002 18:00;22.2;;50;918.2;5;2.5722;6.25;
83587;21/08/2002 00:00;19.2;;51;919.9;9;1.54332;0;
83587;21/08/2002 12:00;19.5;;63;921.8;9;2.5722;1.25;
83587;21/08/2002 18:00;23.9;;54;918.7;5;2.05776;7.5;
83587;22/08/2002 00:00;19.2;;76;920.4;9;3.08664;0;
83587;22/08/2002 12:00;19.6;;71;921;5;3.08664;2.5;
83587;22/08/2002 18:00;25.7;;40;917;5;1.54332;2.5;
83587;23/08/2002 00:00;20.5;;55;918.6;5;2.5722;1.25;
83587;23/08/2002 12:00;19.8;;74;918.8;9;3.08664;7.5;
83587;23/08/2002 18:00;25.4;;40;915.9;9;1.02888;2.5;
83587;24/08/2002 00:00;20;;52;917.4;9;1.54332;0;
83587;24/08/2002 12:00;19.3;;67;918.4;9;4.62996;2.5;
83587;24/08/2002 18:00;24.4;;44;916.2;32;1.54332;1.25;
83587;25/08/2002 00:00;20.2;;51;917.6;27;1.54332;0;
83587;25/08/2002 12:00;19.6;;67;919.4;9;2.05776;2.5;
83587;25/08/2002 18:00;23.1;;48;917;27;1.54332;7.5;
83587;26/08/2002 00:00;19.8;;65;917.8;9;2.05776;0;
83587;26/08/2002 12:00;19.7;;69;919.4;9;2.5722;2.5;
83587;26/08/2002 18:00;23.4;;47;916.8;5;2.5722;5;
83587;27/08/2002 00:00;19.8;;61;917.9;9;1.54332;0;
83587;27/08/2002 12:00;18.9;;67;919.6;9;3.08664;7.5;
83587;27/08/2002 18:00;24.7;;39;916.2;5;2.5722;1.25;
83587;28/08/2002 00:00;19.7;;51;917.5;9;1.02888;0;
83587;28/08/2002 12:00;18.2;;71;917.9;9;3.60108;7.5;
83587;28/08/2002 18:00;22.9;;52;914.7;32;2.5722;7.5;
83587;29/08/2002 00:00;19.9;;65;915.2;9;2.05776;1.25;
83587;29/08/2002 12:00;20.1;;66;915.6;32;3.60108;2.5;
83587;29/08/2002 18:00;26.6;;44;911.5;32;1.54332;6.25;
83587;30/08/2002 00:00;21.1;;60;912;5;1.54332;0;
83587;30/08/2002 12:00;21;;69;914.8;9;0.51444;7.5;
83587;30/08/2002 18:00;26.9;;45;912.3;27;0.51444;7.5;
83587;31/08/2002 00:00;22.2;;63;913.1;27;1.54332;0;
83587;31/08/2002 12:00;22.4;;60;914.6;9;1.54332;8.75;
83587;31/08/2002 18:00;27.5;;44;911;32;0.51444;8.75;
83587;01/09/2002 12:00;19.2;;86;912.4;0;0;10;
83587;01/09/2002 18:00;23.3;;61;909.2;27;3.08664;10;
83587;02/09/2002 00:00;21.9;;70;910.2;23;2.05776;11.25;
83587;02/09/2002 12:00;11.6;;87;913.8;27;1.54332;10;
83587;02/09/2002 18:00;20.9;;37;910.6;23;1.54332;7.5;
83587;03/09/2002 00:00;15.5;;46;914.2;0;0;0;
83587;03/09/2002 12:00;17.9;;54;915.4;9;1.54332;3.75;
83587;03/09/2002 18:00;26.8;;35;913;32;1.54332;2.5;
83587;04/09/2002 00:00;17.6;;80;915.8;5;1.54332;0;
83587;04/09/2002 12:00;19.2;;67;916.8;5;1.54332;6.25;
83587;04/09/2002 18:00;27.2;;31;914;32;1.02888;10;
83587;05/09/2002 00:00;20.1;;70;915.5;5;1.54332;0;
83587;05/09/2002 12:00;19.7;;73;917.1;9;2.05776;8.75;
83587;05/09/2002 18:00;25;;58;914.6;5;1.54332;7.5;
83587;06/09/2002 00:00;20.1;;75;915.8;5;1.54332;0;
83587;06/09/2002 12:00;21;;72;916.7;5;1.54332;7.5;
83587;06/09/2002 18:00;28.6;;46;912.4;32;0.51444;8.75;
83587;07/09/2002 00:00;22.8;;66;913.6;0;0;0;
83587;07/09/2002 12:00;23.9;;61;914.7;0;0;8.75;
83587;07/09/2002 18:00;21.7;;75;913.9;9;0.51444;8.75;
83587;08/09/2002 00:00;19.8;;80;916.3;0;0;10;
83587;08/09/2002 12:00;20.2;;71;918;9;3.08664;7.5;
83587;08/09/2002 18:00;25.7;;34;915.9;0;0;3.75;
83587;09/09/2002 00:00;18.4;;78;918.6;27;0.51444;3.75;
83587;09/09/2002 12:00;25;;51;915.4;5;1.02888;7.5;
83587;09/09/2002 18:00;25;;49;917.9;5;1.54332;6.25;
83587;10/09/2002 00:00;19.9;;67;919.1;9;3.08664;0;
